year,marathon,country,finishers,mean_time
2004,Birch Bay Marathon,US,20,257.11
2005,Birch Bay Marathon,US,32,221.5
2006,Birch Bay Marathon,US,44,231.16
2007,Birch Bay Marathon,US,53,237.98
2008,Birch Bay Marathon,US,69,244.93
2009,Birch Bay Marathon,US,69,244.88
2010,Birch Bay Marathon,US,93,249.83
2011,Birch Bay Marathon,US,95,255.53
2012,Birch Bay Marathon,US,117,269.89
2013,Birch Bay Marathon,US,97,267.92
2001,Bismarck Marathon,US,200,246.43
2003,Bismarck Marathon,US,104,257.56
2004,Bismarck Marathon,US,161,255.05
2005,Bismarck Marathon,US,80,263.69
2006,Bismarck Marathon,US,80,247.6
2007,Bismarck Marathon,US,127,257.06
2008,Bismarck Marathon,US,145,261.89
2009,Bismarck Marathon,US,169,261.92
2010,Bismarck Marathon,US,199,257.8
2011,Bismarck Marathon,US,169,258.01
2012,Bismarck Marathon,US,158,273.41
2013,Bismarck Marathon,US,123,265.86
2004,"Bizz Johnson Trail
  Marathon",US,268,270.02
2005,"Bizz Johnson Trail
  Marathon",US,471,272.69
2006,"Bizz Johnson Trail
  Marathon",US,353,270.77
2007,"Bizz Johnson Trail
  Marathon",US,521,272.49
2008,"Bizz Johnson Trail
  Marathon",US,442,269.89
2009,"Bizz Johnson Trail
  Marathon",US,360,272.22
2010,"Bizz Johnson Trail
  Marathon",US,213,270.42
2011,"Bizz Johnson Trail
  Marathon",US,142,278.71
2012,"Bizz Johnson Trail
  Marathon",US,198,284.01
2013,"Bizz Johnson Trail
  Marathon",US,131,264.01
2001,"Black Mountain
  Marathon",US,78,281.23
2002,"Black Mountain
  Marathon",US,94,285.03
2003,"Black Mountain
  Marathon",US,70,307.32
2004,"Black Mountain
  Marathon",US,88,304.28
2005,"Black Mountain
  Marathon",US,109,297.63
2006,"Black Mountain
  Marathon",US,121,310.67
2007,"Black Mountain
  Marathon",US,116,321.15
2008,"Black Mountain
  Marathon",US,139,316.53
2009,"Black Mountain
  Marathon",US,178,337.39
2010,"Black Mountain
  Marathon",US,124,302.75
2011,"Black Mountain
  Marathon",US,179,305.45
2012,"Black Mountain
  Marathon",US,168,314.8
2013,"Black Mountain
  Marathon",US,203,334.9
2000,Blackhorse Marathon,US,70,268.74
2001,Blackhorse Marathon,US,77,284.98
2002,Blackhorse Marathon,US,36,293.39
2004,Blackhorse Marathon,US,75,287.75
2003,Blackpool Marathon,England,450,259.38
2004,Blackpool Marathon,England,537,241.76
2005,Blackpool Marathon,England,806,260.05
2006,Blackpool Marathon,New Zealand,627,246.02
2007,Blackpool Marathon,New Zealand,439,248.42
2008,Blackpool Marathon,New Zealand,488,226.47
2009,Blackpool Marathon,New Zealand,632,244.11
2010,Blackpool Marathon,New Zealand,621,246.27
2012,Blackpool Marathon,New Zealand,401,238.96
2013,Blackpool Marathon,New Zealand,1237,256.23
2001,Blacktown Cities,Australia,152,235.46
2001,Blue Angel Marathon,US,672,259.05
2002,Blue Angel Marathon,US,554,252.69
2003,Blue Angel Marathon,US,553,256.93
2004,Blue Angel Marathon,US,560,251.64
2004,"Blue Nose
  International Marathon",Canada,501,248.01
2005,"Blue Nose
  International Marathon",Canada,292,259.96
2006,"Blue Nose
  International Marathon",Canada,300,255.11
2007,"Blue Nose
  International Marathon",Canada,303,258.89
2008,"Blue Nose
  International Marathon",Canada,250,256.45
2009,"Blue Nose
  International Marathon",Canada,280,252.87
2010,"Blue Nose
  International Marathon",Canada,280,260.83
2011,"Blue Nose
  International Marathon",Canada,294,255.35
2012,"Blue Nose
  International Marathon",Canada,267,267.8
2013,"Blue Nose
  International Marathon",Canada,317,253.69
2012,Blue Ridge Marathon,US,292,289.06
2013,Blue Ridge Marathon,US,424,285.44
2010,"Blue Ridge Marathon
  on the Parkway",US,324,273.65
2011,"Blue Ridge Marathon
  on the Parkway",US,226,277.48
2008,Blue Sky Marathon,US,46,303.45
2009,Blue Sky Marathon,US,50,315.78
2010,Blue Sky Marathon,US,73,316.32
2011,Blue Sky Marathon,US,88,332.54
2012,Blue Sky Marathon,US,121,316.07
2013,Blue Sky Marathon,US,161,313.6
2002,"Blue Springs Trail
  Marathon",US,19,278.35
2004,"Blue Springs Trail
  Marathon",US,35,268.77
2005,"Blue Springs Trail
  Marathon",US,46,296.04
2006,"Blue Springs Trail
  Marathon",US,50,294.86
2012,"Blue Springs Trail
  Marathon",US,17,293.18
2009,"Bob Potts Heritage
  Rail Trail Marathon",US,367,261.6
2010,"Bob Potts Heritage
  Rail Trail Marathon",US,333,255.2
2011,"Bob Potts Heritage
  Rail Trail Marathon",US,406,260.43
2012,"Bob Potts Heritage
  Rail Trail Marathon",US,426,259.56
2013,"Bob Potts Heritage
  Rail Trail Marathon",US,404,245.5
2009,Bobcat Trail Marathon,US,128,344.74
2010,Bobcat Trail Marathon,US,158,305.35
2011,Bobcat Trail Marathon,US,102,330.44
2012,Bobcat Trail Marathon,US,101,352.49
2013,Bobcat Trail Marathon,US,111,336.32
2005,Bonn Marathon,Germany,2305,236.58
2006,Bonn Marathon,Germany,2422,235.9
2007,Bonn Marathon,Germany,2044,236.86
2008,Bonn Marathon,Germany,1765,236.84
2009,Bonn Marathon,Germany,1359,239.22
2010,Bonn Marathon,Germany,1060,247.91
2011,Bonn Marathon,Germany,1176,235.9
2012,Bonn Marathon,Germany,1127,236.69
2013,Bonn Marathon,Germany,914,239.94
2004,Boogie Marathon,US,17,312.96
2005,Boogie Marathon,US,43,300.81
2006,Boogie Marathon,US,55,317.27
2007,Boogie Marathon,US,64,316.57
2008,Boogie Marathon,US,46,308.26
2009,Boogie Marathon,US,65,325.63
2010,Boogie Marathon,US,71,335.63
2011,Boogie Marathon,US,58,317.7
2012,Boogie Marathon,US,55,316.43
2013,Boogie Marathon,US,58,313.57
2010,Boone Winter Marathon,US,6,284.92
2000,Boston Marathon,US,15680,221.66
2001,Boston Marathon,US,13393,226.71
2002,Boston Marathon,US,14400,223.03
2003,Boston Marathon,US,17030,235.33
2004,Boston Marathon,US,16734,253.07
2005,Boston Marathon,US,17528,237.64
2006,Boston Marathon,US,19682,230.11
2007,Boston Marathon,US,20338,234.52
2008,Boston Marathon,US,21963,231.68
2009,Boston Marathon,US,22849,229.57
2010,Boston Marathon,US,22540,229.72
2011,Boston Marathon,US,23879,229.9
2012,Boston Marathon,US,21554,239.61
2013,Boston Marathon,US,17580,209.88
2001,"Boulder Backroads
  Marathon",US,636,269.13
2002,"Boulder Backroads
  Marathon",US,562,276.49
2003,"Boulder Backroads
  Marathon",US,642,281.99
2004,"Boulder Backroads
  Marathon",US,506,270.18
2005,"Boulder Backroads
  Marathon",US,697,270.58
2006,"Boulder Backroads
  Marathon",US,505,269.29
2007,"Boulder Backroads
  Marathon",US,381,272.13
2008,"Boulder Backroads
  Marathon",US,402,267.91
2009,"Boulder Backroads
  Marathon",US,449,295.58
2010,"Boulder Backroads
  Marathon",US,242,268.45
2011,"Boulder Backroads
  Marathon",US,250,269.52
2012,"Boulder Backroads
  Marathon",US,466,277.49
2012,"Bowling Green
  Marathon",US,66,266.74
2013,"Bowling Green
  Marathon",US,114,262.68
2012,Bozeman Marathon,US,131,267.35
2013,Bozeman Marathon,US,155,265.7
2011,"Brazos Bend 'KEEP On
  TRUCKIN' Trail Races",US,26,267.17
2012,"Brazos Bend 'KEEP On
  TRUCKIN' Trail Races",US,23,300.26
2013,"Brazos Bend 'KEEP On
  TRUCKIN' Trail Races",US,13,267.27
2005,Breakers Marathon,US,233,272.46
2006,Breakers Marathon,US,327,273.97
2007,Breakers Marathon,US,540,263.31
2008,Breakers Marathon,US,623,259.42
2009,Breakers Marathon,US,514,267.49
2010,Breakers Marathon,US,1011,257.71
2011,Breakers Marathon,US,822,268.46
2012,Breakers Marathon,US,1002,270.9
2013,Breakers Marathon,US,885,269.82
2002,"Breckenridge Crest
  Mountain Marathon",US,120,322
2003,"Breckenridge Crest
  Mountain Marathon",US,180,342.63
2004,"Breckenridge Crest
  Mountain Marathon",US,79,331.76
2005,"Breckenridge Crest
  Mountain Marathon",US,138,331.35
2012,"Brian Mickelsen
  Memorial Marathon",US,41,263.01
2013,"Brian Mickelsen
  Memorial Marathon",US,61,286.51
2011,Brighton Marathon,England,7800,276.26
2010,Bronx Marathon,US,29,276.78
2004,Brookings Marathon,US,104,249.52
2005,Brookings Marathon,US,83,253.18
2006,Brookings Marathon,US,134,249.67
2007,Brookings Marathon,US,161,261.08
2008,Brookings Marathon,US,160,262.44
2009,Brookings Marathon,US,165,252.3
2010,Brookings Marathon,US,203,260.48
2011,Brookings Marathon,US,188,260.29
2012,Brookings Marathon,US,228,251.21
2013,Brookings Marathon,US,390,258.72
2011,Brooklyn Marathon,US,262,249.01
2013,Brooklyn Marathon,US,398,257.36
2009,Brussels Marathon,Belgium,1572,230.9
2010,Brussels Marathon,Belgium,2005,231.02
2011,Brussels Marathon,Belgium,1552,238.35
2012,Brussels Marathon,Belgium,1725,232.97
2013,Brussels Marathon,Belgium,1794,237.22
2011,"Bryan/College Station
  Marathon",US,407,272.72
2012,"Bryan/College Station
  Marathon",US,1218,285.15
2013,"Bryan/College Station
  Marathon",US,931,270.26
2010,Buckeye Marathon,US,18,379.5
2011,Bucks County Marathon,US,295,265.24
2012,Bucks County Marathon,US,435,254.95
2013,Bucks County Marathon,US,305,262.25
1984,Budapest Marathon,Hungary,650,221.92
1985,Budapest Marathon,Hungary,739,216.25
1986,Budapest Marathon,Hungary,889,218.12
1987,Budapest Marathon,Hungary,1230,233.55
1988,Budapest Marathon,Hungary,1097,220.92
1989,Budapest Marathon,Hungary,676,226.95
1990,Budapest Marathon,Hungary,1000,234.39
1991,Budapest Marathon,Hungary,996,232.34
1992,Budapest Marathon,Hungary,879,223.59
1993,Budapest Marathon,Hungary,958,242.84
1996,Budapest Marathon,Hungary,738,231.63
1997,Budapest Marathon,Hungary,1068,233.09
1998,Budapest Marathon,Hungary,1407,227.66
1999,Budapest Marathon,Hungary,1838,248.88
2000,Budapest Marathon,Hungary,2444,244.12
2001,Budapest Marathon,Hungary,2089,231.24
2002,Budapest Marathon,Hungary,2097,241.03
2003,Budapest Marathon,Hungary,2233,248.22
2004,Budapest Marathon,Hungary,2273,248.34
2005,Budapest Marathon,Hungary,2792,240.49
2006,Budapest Marathon,Hungary,1619,249.85
2007,Budapest Marathon,Hungary,2577,250.26
2008,Budapest Marathon,Hungary,2598,242.26
2009,Budapest Marathon,Hungary,2388,247.54
2010,Budapest Marathon,Hungary,2458,242.06
2011,Budapest Marathon,Hungary,2984,255.99
2012,Budapest Marathon,Hungary,3584,249.23
2013,Budapest Marathon,Hungary,3796,249.85
2006,Buenos Aires Marathon,Argentina,2511,245.11
2007,Buenos Aires Marathon,Argentina,3153,243.7
2008,Buenos Aires Marathon,Argentina,3295,247.41
2009,Buenos Aires Marathon,Argentina,3684,244.88
2010,Buenos Aires Marathon,Argentina,5015,250.29
2011,Buenos Aires Marathon,Argentina,5617,251.37
2012,Buenos Aires Marathon,Argentina,6315,250.67
2013,Buenos Aires Marathon,Argentina,7271,259.24
2001,Buffalo Marathon,US,403,251.81
2002,Buffalo Marathon,US,532,244.52
2003,Buffalo Marathon,US,519,244.42
2004,Buffalo Marathon,US,727,247.33
2005,Buffalo Marathon,US,547,248.67
2006,Buffalo Marathon,US,614,256.15
2007,Buffalo Marathon,US,637,251.3
2008,Buffalo Marathon,US,709,247.68
2009,Buffalo Marathon,US,752,254.45
2010,Buffalo Marathon,US,909,262.2
2011,Buffalo Marathon,US,873,270.18
2012,Buffalo Marathon,US,1050,253.82
2013,Buffalo Marathon,US,1233,251.29
2002,Buller Marathon,New Zealand,164,236.07
2003,Buller Marathon,New Zealand,110,225.94
2004,Buller Marathon,New Zealand,113,219.02
2005,Buller Marathon,New Zealand,115,230.43
2006,Buller Marathon,Australia,117,232.28
2007,Buller Marathon,Australia,185,247.96
2008,Buller Marathon,Australia,160,233.63
2009,Buller Marathon,Australia,165,244.5
2010,Buller Marathon,Australia,200,252.54
2011,Buller Marathon,Australia,173,242.73
2012,Buller Marathon,Australia,213,248.09
2013,Buller Marathon,Australia,171,246
2001,Bunbury Marathon,Australia,54,223.82
2006,Bunbury Marathon,England,89,230.15
2007,Bunbury Marathon,England,50,239.1
2008,Bunbury Marathon,England,38,235.03
2009,Bunbury Marathon,England,49,229.65
2010,Bunbury Marathon,England,42,223.95
2011,Bunbury Marathon,England,94,222.6
2012,Bunbury Marathon,England,87,229.49
2013,Bunbury Marathon,England,113,242.09
2006,"Bungay Black Dog
  Marathon",England,156,240.76
2007,"Bungay Black Dog
  Marathon",England,180,243.67
2008,"Bungay Black Dog
  Marathon",England,197,236.78
2009,"Bungay Black Dog
  Marathon",England,249,237.27
2010,"Bungay Black Dog
  Marathon",England,209,237.55
2011,"Bungay Black Dog
  Marathon",England,217,234.05
2012,"Bungay Black Dog
  Marathon",England,185,233.17
2013,"Bungay Black Dog
  Marathon",England,160,256.41
2001,Burlington Marathon,Canada,289,241.67
2002,Burlington Marathon,Canada,393,247.92
2003,Burlington Marathon,Canada,464,251.73
2001,"Burney Classic
  Marathon",US,25,263.92
2003,"Burney Classic
  Marathon",US,24,284.93
2004,"Burney Classic
  Marathon",US,32,267.12
2011,Bush Marathon,Australia,81,264.49
2012,Bush Marathon,Australia,24,256.43
2013,Busselton Marathon,Australia,57,231.21
2001,"Cadbury Glass
  Marathon",Australia,40,223.52
2003,"Cadbury Glass
  Marathon",Australia,45,216.07
2004,"Cadbury Glass
  Marathon",Australia,50,224.84
2005,"Cadbury Glass
  Marathon",Australia,49,213.52
2006,"Cadbury Glass
  Marathon",Australia,53,236.75
2007,"Cadbury Glass
  Marathon",Australia,60,225.33
2008,"Cadbury Glass
  Marathon",Australia,88,244.43
2009,"Cadbury Glass
  Marathon",Australia,121,228.92
2010,"Cadbury Glass
  Marathon",Australia,126,226.35
2011,"Cadbury Glass
  Marathon",Australia,159,229.49
2012,"Cadbury Glass
  Marathon",Australia,193,226.85
2013,"Cadbury Glass
  Marathon",Australia,333,241.08
2012,Cal-Neva Marathon,US,111,306.39
2013,Cal-Neva Marathon,US,122,311.79
2002,Calgary Marathon,Canada,652,251.62
2003,Calgary Marathon,Canada,749,246.72
2004,Calgary Marathon,Canada,750,247.08
2005,Calgary Marathon,Canada,859,254.17
2006,Calgary Marathon,Canada,828,267.37
2007,Calgary Marathon,Canada,750,259
2008,Calgary Marathon,Canada,679,256.08
2009,Calgary Marathon,Canada,1019,255.58
2010,Calgary Marathon,Canada,842,255.51
2011,Calgary Marathon,Canada,738,256.08
2013,Calgary Marathon,Canada,988,256.19
1983,"California
  International Marathon",US,1389,214.38
1984,"California
  International Marathon",US,1217,213.9
1985,"California
  International Marathon",US,1064,210.57
1986,"California
  International Marathon",US,1584,217.81
1987,"California
  International Marathon",US,1403,221.83
1988,"California
  International Marathon",US,1355,216.48
1989,"California
  International Marathon",US,1347,217.91
1990,"California
  International Marathon",US,1621,218.99
1991,"California
  International Marathon",US,1608,217.5
1992,"California
  International Marathon",US,1482,227.61
1993,"California
  International Marathon",US,1694,230.29
1994,"California
  International Marathon",US,1868,228.73
1995,"California
  International Marathon",US,3169,225.49
1996,"California
  International Marathon",US,2627,239.63
1997,"California
  International Marathon",US,2488,244.19
1998,"California
  International Marathon",US,1994,246.99
1999,"California
  International Marathon",US,2732,242.82
2000,"California
  International Marathon",US,2722,248.93
2001,"California
  International Marathon",US,2784,260.19
2002,"California
  International Marathon",US,2120,232.68
2003,"California
  International Marathon",US,2943,252.48
2004,"California
  International Marathon",US,2951,249.02
2005,"California
  International Marathon",US,2748,251.93
2006,"California
  International Marathon",US,3820,247.37
2007,"California
  International Marathon",US,4738,249.23
2008,"California
  International Marathon",US,5187,245.2
2009,"California
  International Marathon",US,5842,246.93
2010,"California
  International Marathon",US,5876,257.56
2011,"California
  International Marathon",US,5755,253.66
2012,"California
  International Marathon",US,6184,264.16
2013,"California
  International Marathon",US,6206,256.47
2010,"California Wine
  Country Marathon",US,223,280.55
2011,"California Wine
  Country Marathon",US,212,264.23
2012,"California Wine
  Country Marathon",US,201,262.65
2001,"Callaway Gardens
  Marathon",US,63,251.66
2002,"Callaway Gardens
  Marathon",US,69,254.68
2003,"Callaway Gardens
  Marathon",US,55,260.74
2004,"Callaway Gardens
  Marathon",US,90,254.59
2005,"Callaway Gardens
  Marathon",US,44,277.6
2006,"Callaway Gardens
  Marathon",US,53,262.38
2007,"Callaway Gardens
  Marathon",US,81,250.33
2008,"Callaway Gardens
  Marathon",US,112,260.95
2009,"Callaway Gardens
  Marathon",US,104,272.41
2010,"Callaway Gardens
  Marathon",US,126,278.16
2011,"Callaway Gardens
  Marathon",US,128,274.8
2012,"Callaway Gardens
  Marathon",US,111,254.22
2013,"Callaway Gardens
  Marathon",US,102,291.44
2010,Camarillo Marathon,US,235,264.51
2012,Camarillo Marathon,US,96,283.97
2013,Camarillo Marathon,US,90,260.12
2001,Camp Lejeune Marathon,US,178,261.55
2002,Camp Lejeune Marathon,US,131,256.92
2004,Camp Lejeune Marathon,US,112,262.26
2001,Canberra Marathon,Australia,610,225.66
2002,Canberra Marathon,Australia,605,226.83
2004,Canberra Marathon,Australia,748,231.14
2005,Canberra Marathon,Australia,784,236.61
2006,Canberra Marathon,Australia,864,231.74
2007,Canberra Marathon,Australia,940,233.74
2008,Canberra Marathon,Australia,1713,262.33
2009,Canberra Marathon,Australia,1067,240.36
2011,Canberra Marathon,Australia,947,235.52
2012,Canberra Marathon,Australia,1192,235.83
2013,Canberra Marathon,Australia,1291,239.84
2012,Canton Marathon,US,898,273
2004,"Canton-St. Lawrence
  University Marathon",US,31,289.68
2005,"Canton-St. Lawrence
  University Marathon",US,38,251.07
2006,"Canton-St. Lawrence
  University Marathon",US,38,260.79
2010,"Cape Breton Fiddlers
  Run Marathon",Canada,30,237.38
2011,"Cape Breton Fiddlers
  Run Marathon",Canada,46,227
2012,"Cape Breton Fiddlers
  Run Marathon",Canada,37,245.88
2013,"Cape Breton Fiddlers
  Run Marathon",Canada,19,272.46
1998,Cape Cod Marathon,US,673,241.23
1999,Cape Cod Marathon,US,831,246.66
2000,Cape Cod Marathon,US,795,247.2
2001,Cape Cod Marathon,US,864,250.79
2002,Cape Cod Marathon,US,779,245
2003,Cape Cod Marathon,US,687,250.71
2004,Cape Cod Marathon,US,919,252.27
2005,Cape Cod Marathon,US,980,249.03
2006,Cape Cod Marathon,US,971,251.03
2007,Cape Cod Marathon,US,1006,250.53
2008,Cape Cod Marathon,US,882,260.61
2009,Cape Cod Marathon,US,787,257.39
2010,Cape Cod Marathon,US,829,257.16
2011,Cape Cod Marathon,US,881,255.99
2012,Cape Cod Marathon,US,1036,255.13
2013,Cape Cod Marathon,US,855,259.5
2000,"Cape Cod Times
  Marathon",US,139,216.94
2009,Cape Town Marathon,South Africa,1058,252.45
2010,Cape Town Marathon,South Africa,878,260.33
2012,Cape Town Marathon,South Africa,1510,263.2
2010,Cape Wrath Marathon,England,79,250.5
2011,Cape Wrath Marathon,England,79,245.75
2012,Cape Wrath Marathon,England,77,258.98
2013,Cape Wrath Marathon,England,67,259.07
2001,Capital City Marathon,US,472,245.86
2002,Capital City Marathon,US,408,248.09
2003,Capital City Marathon,US,1150,237.73
2004,Capital City Marathon,US,468,247.74
2005,Capital City Marathon,US,485,252.27
2006,Capital City Marathon,US,455,249.72
2007,Capital City Marathon,US,324,253.59
2008,Capital City Marathon,US,315,259.27
2009,Capital City Marathon,US,328,254.95
2010,Capital City Marathon,US,372,259.04
2011,Capital City Marathon,US,355,260.24
2012,Capital City Marathon,US,299,256.55
2013,Capital City Marathon,US,293,258.77
2005,Cardiff Marathon,England,1334,246.87
2006,Cardiff Marathon,England,1246,238.05
2002,Carlsbad Marathon,US,1931,280.14
2003,Carlsbad Marathon,US,1947,281.33
2004,Carlsbad Marathon,US,1629,278.25
2005,Carlsbad Marathon,US,1399,260.06
2006,Carlsbad Marathon,US,1102,283.01
2007,Carlsbad Marathon,US,1160,278.95
2008,Carlsbad Marathon,US,925,274.66
2009,Carlsbad Marathon,US,1144,264.63
2010,Carlsbad Marathon,US,1203,267.62
2011,Carlsbad Marathon,US,1173,267.59
2012,Carlsbad Marathon,US,1141,266.82
2013,Carlsbad Marathon,US,1451,268.33
2011,Carmel Marathon,US,579,261.12
2012,Carmel Marathon,US,567,251.4
2013,Carmel Marathon,US,1578,253.58
2001,"Carrollton Charity
  Road Races",US,66,279.23
2002,"Carrollton Charity
  Road Races",US,81,293.98
2011,"Carrollton Fall
  Marathon",US,45,259.37
2003,"Carrollton Festival
  of Races",US,69,247.43
2004,"Carrollton Festival
  of Races",US,75,246.44
2005,"Carrollton Festival
  of Races",US,59,240.99
2006,"Carrollton Festival
  of Races",US,42,261.17
2007,"Carrollton Festival
  of Races",US,47,246.53
2008,"Carrollton Festival
  of Races",US,73,266.02
2009,"Carrollton Festival
  of Races",US,71,253.43
2010,"Carrollton Festival
  of Races",US,122,262.43
