country,type,details,month,year,number,first,last
Spain,Surgical.proce,Gynecology surgery,june,2014,22159,2,9
Spain,Surgical.proce,Ophthalmology surgery,june,2014,116528,1,8
Spain,Surgical.proce,Otorhinolaryngology,june,2014,39608,3,8
Spain,Surgical.proce,Traumatology surgery,june,2014,157653,1,3
Spain,Surgical.proce,Urology surgery,june,2014,35398,3,8
Spain,Surgical.proce,Heart surgery,june,2014,3175,3,5
Spain,Surgical.proce,Angiology surgery,june,2014,13509,1,9
Spain,Surgical.proce,Maxillofacial surgery,june,2014,7457,7,7
Spain,Surgical.proce,Pediatric surgery,june,2014,14809,1,9
Spain,Surgical.proce,Plastic surgery,june,2014,15783,1,3
Spain,Surgical.proce,Thoracic surgery,june,2014,1504,1,4
Spain,Surgical.proce,Neurosurgery,june,2014,9964,9,4
Spain,Surgical.proce,Dermatology surgery,june,2014,14257,1,7
Spain,Surgical.proce,General surgery and digestive,december,2014,95908,9,8
Spain,Surgical.proce,Gynecology surgery,december,2014,21731,2,1
Spain,Surgical.proce,Ophthalmology surgery,december,2014,109596,1,6
Spain,Surgical.proce,Otorhinolaryngology,december,2014,34615,3,5
Spain,Surgical.proce,Traumatology surgery,december,2014,137955,1,5
Spain,Surgical.proce,Urology surgery,december,2014,34722,3,2
Spain,Surgical.proce,Heart surgery,december,2014,3039,3,9
Spain,Surgical.proce,Angiology surgery,december,2014,13404,1,4
Spain,Surgical.proce,Maxillofacial surgery,december,2014,7457,7,7
Spain,Surgical.proce,Pediatric surgery,december,2014,13150,1,0
Spain,Surgical.proce,Plastic surgery,december,2014,14085,1,5
Spain,Surgical.proce,Thoracic surgery,december,2014,1421,1,1
Spain,Surgical.proce,Neurosurgery,december,2014,9794,9,4
Spain,Surgical.proce,Dermatology surgery,december,2014,15043,1,3
Spain,Surgical.proce,General surgery and digestive,june,2015,95083,9,3
Spain,Surgical.proce,Gynecology surgery,june,2015,21150,2,0
Spain,Surgical.proce,Ophthalmology surgery,june,2015,109934,1,4
Spain,Surgical.proce,Otorhinolaryngology,june,2015,37010,3,0
Spain,Surgical.proce,Traumatology surgery,june,2015,146025,1,5
Spain,Surgical.proce,Urology surgery,june,2015,35823,3,3
Spain,Surgical.proce,Heart surgery,june,2015,2933,2,3
Spain,Surgical.proce,Angiology surgery,june,2015,12446,1,6
Spain,Surgical.proce,Maxillofacial surgery,june,2015,8120,8,0
Spain,Surgical.proce,Pediatric surgery,june,2015,12911,1,1
Spain,Surgical.proce,Plastic surgery,june,2015,14584,1,4
Spain,Surgical.proce,Thoracic surgery,june,2015,1481,1,1
Spain,Surgical.proce,Neurosurgery,june,2015,10282,1,2
Spain,Surgical.proce,Dermatology surgery,june,2015,14382,1,2
Spain,Surgical.proce,General surgery and digestive,december,2015,100298,1,8
Spain,Surgical.proce,Gynecology surgery,december,2015,22047,2,7
Spain,Surgical.proce,Ophthalmology surgery,december,2015,116548,1,8
Spain,Surgical.proce,Otorhinolaryngology,december,2015,37891,3,1
Spain,Surgical.proce,Traumatology surgery,december,2015,149159,1,9
Spain,Surgical.proce,Urology surgery,december,2015,38139,3,9
Spain,Surgical.proce,Heart surgery,december,2015,3496,3,6
Spain,Surgical.proce,Angiology surgery,december,2015,13824,1,4
Spain,Surgical.proce,Maxillofacial surgery,december,2015,8577,8,7
Spain,Surgical.proce,Pediatric surgery,december,2015,15279,1,9
Spain,Surgical.proce,Plastic surgery,december,2015,15583,1,3
Spain,Surgical.proce,Thoracic surgery,december,2015,1447,1,7
Spain,Surgical.proce,Neurosurgery,december,2015,10437,1,7
Spain,Surgical.proce,Dermatology surgery,december,2015,16705,1,5
Spain,Surgical.specia,Cataract surgery,december,2003,71504,7,4
Spain,Surgical.specia,Inguinal and femoral hernia,december,2003,25659,2,9
Spain,Surgical.specia,Hip replacement in-patient,december,2003,9563,9,3
Spain,Surgical.specia,Arthroscopy,december,2003,14675,1,5
Spain,Surgical.specia,Varices,december,2003,14157,1,7
Spain,Surgical.specia,Cholecystectomy,december,2003,9849,9,9
Spain,Surgical.specia,Hallux valgus,december,2003,17003,1,3
Spain,Surgical.specia,Adenotonsillectomy,december,2003,9841,9,1
Spain,Surgical.specia,Benign prostatic hypertrophy,december,2003,5122,5,2
Spain,Surgical.specia,Pilonidal cyst,december,2003,6593,6,3
Spain,Surgical.specia,Carpal tunnel,december,2003,8378,8,8
Spain,Surgical.specia,Cataract surgery,december,2004,70237,7,7
Spain,Surgical.specia,Inguinal and femoral hernia,december,2004,24478,2,8
Spain,Surgical.specia,Hip replacement in-patient,december,2004,9644,9,4
Spain,Surgical.specia,Arthroscopy,december,2004,15485,1,5
Spain,Surgical.specia,Varices,december,2004,14286,1,6
Spain,Surgical.specia,Cholecystectomy,december,2004,10944,1,4
Spain,Surgical.specia,Hallux valgus,december,2004,15098,1,8
Spain,Surgical.specia,Adenotonsillectomy,december,2004,10681,1,1
Spain,Surgical.specia,Benign prostatic hypertrophy,december,2004,4771,4,1
Spain,Surgical.specia,Pilonidal cyst,december,2004,5647,5,7
Spain,Surgical.specia,Carpal tunnel,december,2004,9740,9,0
Spain,Surgical.specia,Cataract surgery,december,2005,64434,6,4
Spain,Surgical.specia,Inguinal and femoral hernia,december,2005,23208,2,8
Spain,Surgical.specia,Hip replacement in-patient,december,2005,9588,9,8
Spain,Surgical.specia,Arthroscopy,december,2005,15411,1,1
Spain,Surgical.specia,Varices,december,2005,12039,1,9
Spain,Surgical.specia,Cholecystectomy,december,2005,10193,1,3
Spain,Surgical.specia,Hallux valgus,december,2005,13891,1,1
Spain,Surgical.specia,Adenotonsillectomy,december,2005,9721,9,1
Spain,Surgical.specia,Benign prostatic hypertrophy,december,2005,4472,4,2
Spain,Surgical.specia,Pilonidal cyst,december,2005,5080,5,0
Spain,Surgical.specia,Carpal tunnel,december,2005,9203,9,3
Spain,Surgical.specia,Cataract surgery,june,2006,62948,6,8
Spain,Surgical.specia,Inguinal and femoral hernia,june,2006,19726,1,6
Spain,Surgical.specia,Hip replacement in-patient,june,2006,9091,9,1
Spain,Surgical.specia,Arthroscopy,june,2006,15965,1,5
Spain,Surgical.specia,Varices,june,2006,12114,1,4
Spain,Surgical.specia,Cholecystectomy,june,2006,10150,1,0
Spain,Surgical.specia,Hallux valgus,june,2006,14331,1,1
Spain,Surgical.specia,Adenotonsillectomy,june,2006,9629,9,9
Spain,Surgical.specia,Benign prostatic hypertrophy,june,2006,4745,4,5
Spain,Surgical.specia,Pilonidal cyst,june,2006,4157,4,7
Spain,Surgical.specia,Carpal tunnel,june,2006,10341,1,1
Spain,Surgical.specia,Cataract surgery,december,2006,59641,5,1
Spain,Surgical.specia,Inguinal and femoral hernia,december,2006,19582,1,2
Spain,Surgical.specia,Hip replacement in-patient,december,2006,8908,8,8
Spain,Surgical.specia,Arthroscopy,december,2006,15316,1,6
Spain,Surgical.specia,Varices,december,2006,11170,1,0
Spain,Surgical.specia,Cholecystectomy,december,2006,10085,1,5
Spain,Surgical.specia,Hallux valgus,december,2006,13206,1,6
Spain,Surgical.specia,Adenotonsillectomy,december,2006,8678,8,8
Spain,Surgical.specia,Benign prostatic hypertrophy,december,2006,4181,4,1
Spain,Surgical.specia,Pilonidal cyst,december,2006,4180,4,0
Spain,Surgical.specia,Carpal tunnel,december,2006,8880,8,0
Spain,Surgical.specia,Cataract surgery,june,2007,58682,5,2
Spain,Surgical.specia,Inguinal and femoral hernia,june,2007,19196,1,6
Spain,Surgical.specia,Hip replacement in-patient,june,2007,8291,8,1
Spain,Surgical.specia,Arthroscopy,june,2007,15551,1,1
Spain,Surgical.specia,Varices,june,2007,11173,1,3
Spain,Surgical.specia,Cholecystectomy,june,2007,9658,9,8
Spain,Surgical.specia,Hallux valgus,june,2007,12513,1,3
Spain,Surgical.specia,Adenotonsillectomy,june,2007,10109,1,9
Spain,Surgical.specia,Benign prostatic hypertrophy,june,2007,4332,4,2
Spain,Surgical.specia,Pilonidal cyst,june,2007,4090,4,0
Spain,Surgical.specia,Carpal tunnel,june,2007,8974,8,4
Spain,Surgical.specia,Cataract surgery,december,2007,59437,5,7
Spain,Surgical.specia,Inguinal and femoral hernia,december,2007,19970,1,0
Spain,Surgical.specia,Hip replacement in-patient,december,2007,8561,8,1
Spain,Surgical.specia,Arthroscopy,december,2007,15664,1,4
Spain,Surgical.specia,Varices,december,2007,10783,1,3
Spain,Surgical.specia,Cholecystectomy,december,2007,9852,9,2
Spain,Surgical.specia,Hallux valgus,december,2007,12477,1,7
Spain,Surgical.specia,Adenotonsillectomy,december,2007,9604,9,4
Spain,Surgical.specia,Benign prostatic hypertrophy,december,2007,4284,4,4
Spain,Surgical.specia,Pilonidal cyst,december,2007,4179,4,9
Spain,Surgical.specia,Carpal tunnel,december,2007,8125,8,5
Spain,Surgical.specia,Cataract surgery,june,2008,60548,6,8
Spain,Surgical.specia,Inguinal and femoral hernia,june,2008,18624,1,4
Spain,Surgical.specia,Hip replacement in-patient,june,2008,7956,7,6
Spain,Surgical.specia,Arthroscopy,june,2008,15665,1,5
Spain,Surgical.specia,Varices,june,2008,10051,1,1
Spain,Surgical.specia,Cholecystectomy,june,2008,9673,9,3
Spain,Surgical.specia,Hallux valgus,june,2008,11680,1,0
Spain,Surgical.specia,Adenotonsillectomy,june,2008,10084,1,4
Spain,Surgical.specia,Benign prostatic hypertrophy,june,2008,4208,4,8
Spain,Surgical.specia,Pilonidal cyst,june,2008,4253,4,3
Spain,Surgical.specia,Carpal tunnel,june,2008,9245,9,5
Spain,Surgical.specia,Cataract surgery,december,2008,57647,5,7
Spain,Surgical.specia,Inguinal and femoral hernia,december,2008,17664,1,4
Spain,Surgical.specia,Hip replacement in-patient,december,2008,7990,7,0
Spain,Surgical.specia,Arthroscopy,december,2008,15294,1,4
Spain,Surgical.specia,Varices,december,2008,10382,1,2
Spain,Surgical.specia,Cholecystectomy,december,2008,9795,9,5
Spain,Surgical.specia,Hallux valgus,december,2008,12556,1,6
Spain,Surgical.specia,Adenotonsillectomy,december,2008,9076,9,6
Spain,Surgical.specia,Benign prostatic hypertrophy,december,2008,3978,3,8
Spain,Surgical.specia,Pilonidal cyst,december,2008,3995,3,5
Spain,Surgical.specia,Carpal tunnel,december,2008,8012,8,2
Spain,Surgical.specia,Cataract surgery,june,2009,57454,5,4
Spain,Surgical.specia,Inguinal and femoral hernia,june,2009,16071,1,1
Spain,Surgical.specia,Hip replacement in-patient,june,2009,7587,7,7
Spain,Surgical.specia,Arthroscopy,june,2009,16080,1,0
Spain,Surgical.specia,Varices,june,2009,9957,9,7
Spain,Surgical.specia,Cholecystectomy,june,2009,9806,9,6
Spain,Surgical.specia,Hallux valgus,june,2009,13076,1,6
Spain,Surgical.specia,Adenotonsillectomy,june,2009,10175,1,5
Spain,Surgical.specia,Benign prostatic hypertrophy,june,2009,4000,4,0
Spain,Surgical.specia,Pilonidal cyst,june,2009,3580,3,0
Spain,Surgical.specia,Carpal tunnel,june,2009,8563,8,3
Spain,Surgical.specia,Cataract surgery,december,2009,56053,5,3
Spain,Surgical.specia,Inguinal and femoral hernia,december,2009,17490,1,0
Spain,Surgical.specia,Hip replacement in-patient,december,2009,8140,8,0
Spain,Surgical.specia,Arthroscopy,december,2009,15727,1,7
Spain,Surgical.specia,Varices,december,2009,10915,1,5
Spain,Surgical.specia,Cholecystectomy,december,2009,10322,1,2
Spain,Surgical.specia,Hallux valgus,december,2009,13021,1,1
Spain,Surgical.specia,Adenotonsillectomy,december,2009,9238,9,8
Spain,Surgical.specia,Benign prostatic hypertrophy,december,2009,4368,4,8
Spain,Surgical.specia,Pilonidal cyst,december,2009,3749,3,9
Spain,Surgical.specia,Carpal tunnel,december,2009,7928,7,8
Spain,Surgical.specia,Cataract surgery,june,2010,60608,6,8
Spain,Surgical.specia,Inguinal and femoral hernia,june,2010,16551,1,1
Spain,Surgical.specia,Hip replacement in-patient,june,2010,7634,7,4
Spain,Surgical.specia,Arthroscopy,june,2010,16494,1,4
Spain,Surgical.specia,Varices,june,2010,10691,1,1
Spain,Surgical.specia,Cholecystectomy,june,2010,9866,9,6
Spain,Surgical.specia,Hallux valgus,june,2010,13214,1,4
Spain,Surgical.specia,Adenotonsillectomy,june,2010,9471,9,1
Spain,Surgical.specia,Benign prostatic hypertrophy,june,2010,4471,4,1
Spain,Surgical.specia,Pilonidal cyst,june,2010,3813,3,3
Spain,Surgical.specia,Carpal tunnel,june,2010,8594,8,4
Spain,Surgical.specia,Cataract surgery,december,2010,64670,6,0
Spain,Surgical.specia,Inguinal and femoral hernia,december,2010,17525,1,5
Spain,Surgical.specia,Hip replacement in-patient,december,2010,8294,8,4
Spain,Surgical.specia,Arthroscopy,december,2010,16117,1,7
Spain,Surgical.specia,Varices,december,2010,11581,1,1
Spain,Surgical.specia,Cholecystectomy,december,2010,10102,1,2
Spain,Surgical.specia,Hallux valgus,december,2010,13243,1,3
Spain,Surgical.specia,Adenotonsillectomy,december,2010,9057,9,7
Spain,Surgical.specia,Benign prostatic hypertrophy,december,2010,4291,4,1
Spain,Surgical.specia,Pilonidal cyst,december,2010,3773,3,3
Spain,Surgical.specia,Carpal tunnel,december,2010,8559,8,9
Spain,Surgical.specia,Cataract surgery,june,2011,68636,6,6
Spain,Surgical.specia,Inguinal and femoral hernia,june,2011,17523,1,3
Spain,Surgical.specia,Hip replacement in-patient,june,2011,8397,8,7
Spain,Surgical.specia,Arthroscopy,june,2011,18373,1,3
Spain,Surgical.specia,Varices,june,2011,12036,1,6
Spain,Surgical.specia,Cholecystectomy,june,2011,10778,1,8
Spain,Surgical.specia,Hallux valgus,june,2011,14999,1,9
Spain,Surgical.specia,Adenotonsillectomy,june,2011,10487,1,7
Spain,Surgical.specia,Benign prostatic hypertrophy,june,2011,4568,4,8
Spain,Surgical.specia,Pilonidal cyst,june,2011,3860,3,0
Spain,Surgical.specia,Carpal tunnel,june,2011,10421,1,1
Spain,Surgical.specia,Cataract surgery,december,2011,74473,7,3
Spain,Surgical.specia,Inguinal and femoral hernia,december,2011,19735,1,5
Spain,Surgical.specia,Hip replacement in-patient,december,2011,10038,1,8
Spain,Surgical.specia,Arthroscopy,december,2011,20012,2,2
Spain,Surgical.specia,Varices,december,2011,13825,1,5
Spain,Surgical.specia,Cholecystectomy,december,2011,12284,1,4
Spain,Surgical.specia,Hallux valgus,december,2011,16455,1,5
Spain,Surgical.specia,Adenotonsillectomy,december,2011,10171,1,1
Spain,Surgical.specia,Benign prostatic hypertrophy,december,2011,4927,4,7
Spain,Surgical.specia,Pilonidal cyst,december,2011,4220,4,0
Spain,Surgical.specia,Carpal tunnel,december,2011,10250,1,0
Spain,Surgical.specia,Cataract surgery,june,2012,86590,8,0
Spain,Surgical.specia,Inguinal and femoral hernia,june,2012,20834,2,4
Spain,Surgical.specia,Hip replacement in-patient,june,2012,13167,1,7
Spain,Surgical.specia,Arthroscopy,june,2012,20608,2,8
Spain,Surgical.specia,Varices,june,2012,14118,1,8
Spain,Surgical.specia,Cholecystectomy,june,2012,13152,1,2
Spain,Surgical.specia,Hallux valgus,june,2012,17153,1,3
Spain,Surgical.specia,Adenotonsillectomy,june,2012,11158,1,8
Spain,Surgical.specia,Benign prostatic hypertrophy,june,2012,5498,5,8
Spain,Surgical.specia,Pilonidal cyst,june,2012,4421,4,1
Spain,Surgical.specia,Carpal tunnel,june,2012,12330,1,0
Spain,Surgical.specia,Cataract surgery,december,2012,90599,9,9
Spain,Surgical.specia,Inguinal and femoral hernia,december,2012,24020,2,0
Spain,Surgical.specia,Hip replacement in-patient,december,2012,12772,1,2
Spain,Surgical.specia,Arthroscopy,december,2012,21595,2,5
Spain,Surgical.specia,Varices,december,2012,15528,1,8
Spain,Surgical.specia,Cholecystectomy,december,2012,14237,1,7
Spain,Surgical.specia,Hallux valgus,december,2012,17152,1,2
Spain,Surgical.specia,Adenotonsillectomy,december,2012,11274,1,4
Spain,Surgical.specia,Benign prostatic hypertrophy,december,2012,5985,5,5
Spain,Surgical.specia,Pilonidal cyst,december,2012,4964,4,4
Spain,Surgical.specia,Carpal tunnel,december,2012,12438,1,8
Spain,Surgical.specia,Cataract surgery,june,2013,91195,9,5
Spain,Surgical.specia,Inguinal and femoral hernia,june,2013,23787,2,7
Spain,Surgical.specia,Hip replacement in-patient,june,2013,12729,1,9
Spain,Surgical.specia,Arthroscopy,june,2013,21574,2,4
Spain,Surgical.specia,Varices,june,2013,14730,1,0
Spain,Surgical.specia,Cholecystectomy,june,2013,14432,1,2
Spain,Surgical.specia,Hallux valgus,june,2013,17634,1,4
Spain,Surgical.specia,Adenotonsillectomy,june,2013,12204,1,4
Spain,Surgical.specia,Benign prostatic hypertrophy,june,2013,6065,6,5
Spain,Surgical.specia,Pilonidal cyst,june,2013,5270,5,0
Spain,Surgical.specia,Carpal tunnel,june,2013,13841,1,1
Spain,Surgical.specia,Cataract surgery,december,2013,92293,9,3
Spain,Surgical.specia,Inguinal and femoral hernia,december,2013,23744,2,4
Spain,Surgical.specia,Hip replacement in-patient,december,2013,12296,1,6
Spain,Surgical.specia,Arthroscopy,december,2013,19457,1,7
Spain,Surgical.specia,Varices,december,2013,13814,1,4
Spain,Surgical.specia,Cholecystectomy,december,2013,13979,1,9
Spain,Surgical.specia,Hallux valgus,december,2013,15156,1,6
Spain,Surgical.specia,Adenotonsillectomy,december,2013,10539,1,9
Spain,Surgical.specia,Benign prostatic hypertrophy,december,2013,5744,5,4
Spain,Surgical.specia,Pilonidal cyst,december,2013,5121,5,1
Spain,Surgical.specia,Carpal tunnel,december,2013,11517,1,7
Spain,Surgical.specia,Cataract surgery,june,2014,96164,9,4
Spain,Surgical.specia,Inguinal and femoral hernia,june,2014,23577,2,7
Spain,Surgical.specia,Hip replacement in-patient,june,2014,11404,1,4
Spain,Surgical.specia,Arthroscopy,june,2014,19552,1,2
Spain,Surgical.specia,Varices,june,2014,12037,1,7
Spain,Surgical.specia,Cholecystectomy,june,2014,14161,1,1
Spain,Surgical.specia,Hallux valgus,june,2014,14246,1,6
Spain,Surgical.specia,Adenotonsillectomy,june,2014,11472,1,2
Spain,Surgical.specia,Benign prostatic hypertrophy,june,2014,5473,5,3
Spain,Surgical.specia,Pilonidal cyst,june,2014,4854,4,4
Spain,Surgical.specia,Carpal tunnel,june,2014,12101,1,1
Spain,Surgical.specia,Cataract surgery,december,2014,95897,9,7
Spain,Surgical.specia,Inguinal and femoral hernia,december,2014,24007,2,7
Spain,Surgical.specia,Hip replacement in-patient,december,2014,11984,1,4
Spain,Surgical.specia,Arthroscopy,december,2014,17669,1,9
Spain,Surgical.specia,Varices,december,2014,13184,1,4
Spain,Surgical.specia,Cholecystectomy,december,2014,13257,1,7
Spain,Surgical.specia,Hallux valgus,december,2014,12087,1,7
Spain,Surgical.specia,Adenotonsillectomy,december,2014,8899,8,9
Spain,Surgical.specia,Benign prostatic hypertrophy,december,2014,5577,5,7
Spain,Surgical.specia,Pilonidal cyst,december,2014,5052,5,2
Spain,Surgical.specia,Carpal tunnel,december,2014,10056,1,6
Spain,Surgical.specia,Cataract surgery,june,2015,91394,9,4
Spain,Surgical.specia,Inguinal and femoral hernia,june,2015,23381,2,1
Spain,Surgical.specia,Hip replacement in-patient,june,2015,10921,1,1
Spain,Surgical.specia,Arthroscopy,june,2015,21339,2,9
Spain,Surgical.specia,Varices,june,2015,11723,1,3
Spain,Surgical.specia,Cholecystectomy,june,2015,13972,1,2
Spain,Surgical.specia,Hallux valgus,june,2015,14589,1,9
Spain,Surgical.specia,Adenotonsillectomy,june,2015,11133,1,3
Spain,Surgical.specia,Benign prostatic hypertrophy,june,2015,5684,5,4
Spain,Surgical.specia,Pilonidal cyst,june,2015,5026,5,6
Spain,Surgical.specia,Carpal tunnel,june,2015,11877,1,7
Spain,Surgical.specia,Cataract surgery,december,2015,91184,9,4
Spain,Surgical.specia,Inguinal and femoral hernia,december,2015,26532,2,2
Spain,Surgical.specia,Hip replacement in-patient,december,2015,11087,1,7
Spain,Surgical.specia,Arthroscopy,december,2015,22030,2,0
Spain,Surgical.specia,Varices,december,2015,13893,1,3
Spain,Surgical.specia,Cholecystectomy,december,2015,14013,1,3
Spain,Surgical.specia,Hallux valgus,december,2015,15483,1,3
Spain,Surgical.specia,Adenotonsillectomy,december,2015,10695,1,5
Spain,Surgical.specia,Benign prostatic hypertrophy,december,2015,5739,5,9
Spain,Surgical.specia,Pilonidal cyst,december,2015,5180,5,0
Spain,Surgical.specia,Carpal tunnel,december,2015,12454,1,4
Spain,Outpatient.spe,Gynecology,december,2006,4.645,4,5
Spain,Outpatient.spe,Ophthalmology,december,2006,7.624,7,4
Spain,Outpatient.spe,Traumatology,december,2006,5.307,5,7
Spain,Outpatient.spe,Dermatology,december,2006,3.454,3,4
Spain,Outpatient.spe,Otorhinolaryngology,december,2006,1.984,1,4
Spain,Outpatient.spe,Neurology,december,2006,1.385,1,5
Spain,Outpatient.spe,Digestive and General,december,2006,1.532,1,2
Spain,Outpatient.spe,Urology,december,2006,1.504,1,4
Spain,Outpatient.spe,Digestive,december,2006,1.697,1,7
Spain,Outpatient.spe,Gynecology,june,2007,4.939,4,9
Spain,Outpatient.spe,Ophthalmology,june,2007,8.134,8,4
Spain,Outpatient.spe,Traumatology,june,2007,5.362,5,2
Spain,Outpatient.spe,Dermatology,june,2007,4.448,4,8
Spain,Outpatient.spe,Otorhinolaryngology,june,2007,2.236,2,6
Spain,Outpatient.spe,Neurology,june,2007,1.442,1,2
Spain,Outpatient.spe,Digestive and General,june,2007,1.423,1,3
Spain,Outpatient.spe,Urology,june,2007,1.489,1,9
Spain,Outpatient.spe,Digestive,june,2007,1.543,1,3
Spain,Outpatient.spe,Cardiology,june,2007,1.365,1,5
Spain,Outpatient.spe,Gynecology,december,2007,4.879,4,9
Spain,Outpatient.spe,Ophthalmology,december,2007,8.272,8,2
Spain,Outpatient.spe,Traumatology,december,2007,5.959,5,9
Spain,Outpatient.spe,Dermatology,december,2007,4.252,4,2
Spain,Outpatient.spe,Otorhinolaryngology,december,2007,2.238,2,8
Spain,Outpatient.spe,Neurology,december,2007,1.853,1,3
Spain,Outpatient.spe,Digestive and General,december,2007,1.529,1,9
Spain,Outpatient.spe,Urology,december,2007,1.594,1,4
Spain,Outpatient.spe,Digestive,december,2007,1.809,1,9
Spain,Outpatient.spe,Cardiology,december,2007,1.634,1,4
Spain,Outpatient.spe,Gynecology,june,2008,4.462,4,2
Spain,Outpatient.spe,Ophthalmology,june,2008,7.591,7,1
Spain,Outpatient.spe,Traumatology,june,2008,5.734,5,4
Spain,Outpatient.spe,Dermatology,june,2008,4.563,4,3
Spain,Outpatient.spe,Otorhinolaryngology,june,2008,2.223,2,3
Spain,Outpatient.spe,Neurology,june,2008,1.633,1,3
Spain,Outpatient.spe,Digestive and General,june,2008,1.401,1,1
Spain,Outpatient.spe,Urology,june,2008,1.47,1,7
Spain,Outpatient.spe,Digestive,june,2008,1.672,1,2
Spain,Outpatient.spe,Cardiology,june,2008,1.51,1,1
Spain,Outpatient.spe,Gynecology,december,2008,4.304,4,4
Spain,Outpatient.spe,Ophthalmology,december,2008,7.263,7,3
Spain,Outpatient.spe,Traumatology,december,2008,5.529,5,9
Spain,Outpatient.spe,Dermatology,december,2008,4.15,4,5
Spain,Outpatient.spe,Otorhinolaryngology,december,2008,2.039,2,9
Spain,Outpatient.spe,Neurology,december,2008,1.889,1,9
Spain,Outpatient.spe,Digestive and General,december,2008,1.468,1,8
Spain,Outpatient.spe,Urology,december,2008,1.663,1,3
Spain,Outpatient.spe,Digestive,december,2008,1.758,1,8
Spain,Outpatient.spe,Cardiology,december,2008,1.609,1,9
Spain,Outpatient.spe,Gynecology,june,2009,4.387,4,7
Spain,Outpatient.spe,Ophthalmology,june,2009,7.471,7,1
Spain,Outpatient.spe,Traumatology,june,2009,6.184,6,4
Spain,Outpatient.spe,Dermatology,june,2009,4.686,4,6
Spain,Outpatient.spe,Otorhinolaryngology,june,2009,2.25,2,5
Spain,Outpatient.spe,Neurology,june,2009,1.708,1,8
Spain,Outpatient.spe,Digestive and General,june,2009,1.501,1,1
Spain,Outpatient.spe,Urology,june,2009,1.59,1,9
Spain,Outpatient.spe,Digestive,june,2009,1.871,1,1
Spain,Outpatient.spe,Cardiology,june,2009,1.441,1,1
Spain,Outpatient.spe,Gynecology,december,2009,3.945,3,5
Spain,Outpatient.spe,Ophthalmology,december,2009,7.636,7,6
Spain,Outpatient.spe,Traumatology,december,2009,6.335,6,5
Spain,Outpatient.spe,Dermatology,december,2009,4.586,4,6
Spain,Outpatient.spe,Otorhinolaryngology,december,2009,2.244,2,4
Spain,Outpatient.spe,Neurology,december,2009,2.01,2,1
Spain,Outpatient.spe,Digestive and General,december,2009,1.595,1,5
Spain,Outpatient.spe,Urology,december,2009,1.952,1,2
Spain,Outpatient.spe,Digestive,december,2009,2.223,2,3
Spain,Outpatient.spe,Cardiology,december,2009,1.708,1,8
Spain,Outpatient.spe,Gynecology,june,2010,3.06,3,6
Spain,Outpatient.spe,Ophthalmology,june,2010,7.48,7,8
Spain,Outpatient.spe,Traumatology,june,2010,5.76,5,6
Spain,Outpatient.spe,Dermatology,june,2010,4.29,4,9
Spain,Outpatient.spe,Otorhinolaryngology,june,2010,2,2,2
Spain,Outpatient.spe,Neurology,june,2010,1.75,1,5
Spain,Outpatient.spe,Digestive and General,june,2010,1.39,1,9
Spain,Outpatient.spe,Urology,june,2010,1.79,1,9
Spain,Outpatient.spe,Digestive,june,2010,1.99,1,9
Spain,Outpatient.spe,Cardiology,june,2010,1.53,1,3
Spain,Outpatient.spe,Gynecology,december,2010,2.69,2,9
Spain,Outpatient.spe,Ophthalmology,december,2010,6.448,6,8
Spain,Outpatient.spe,Traumatology,december,2010,5.29,5,9
Spain,Outpatient.spe,Dermatology,december,2010,3.691,3,1
Spain,Outpatient.spe,Otorhinolaryngology,december,2010,1.79,1,9
Spain,Outpatient.spe,Neurology,december,2010,1.608,1,8
Spain,Outpatient.spe,Digestive and General,december,2010,1.312,1,2
Spain,Outpatient.spe,Urology,december,2010,1.586,1,6
Spain,Outpatient.spe,Digestive,december,2010,1.856,1,6
Spain,Outpatient.spe,Cardiology,december,2010,1.491,1,1
Spain,Outpatient.spe,Gynecology,june,2011,3,3,3
Spain,Outpatient.spe,Ophthalmology,june,2011,7.49,7,9
Spain,Outpatient.spe,Traumatology,june,2011,5.87,5,7
Spain,Outpatient.spe,Dermatology,june,2011,4.68,4,8
Spain,Outpatient.spe,Otorhinolaryngology,june,2011,2.33,2,3
Spain,Outpatient.spe,Neurology,june,2011,1.68,1,8
Spain,Outpatient.spe,Digestive and General,june,2011,1.63,1,3
Spain,Outpatient.spe,Urology,june,2011,1.73,1,3
Spain,Outpatient.spe,Digestive,june,2011,2.04,2,4
Spain,Outpatient.spe,Cardiology,june,2011,1.59,1,9
Spain,Outpatient.spe,Gynecology,december,2011,2.533,2,3
Spain,Outpatient.spe,Ophthalmology,december,2011,6.389,6,9
Spain,Outpatient.spe,Traumatology,december,2011,5.602,5,2
Spain,Outpatient.spe,Dermatology,december,2011,4.388,4,8
Spain,Outpatient.spe,Otorhinolaryngology,december,2011,2.011,2,1
Spain,Outpatient.spe,Neurology,december,2011,1.72,1,2
Spain,Outpatient.spe,Digestive and General,december,2011,1.403,1,3
Spain,Outpatient.spe,Urology,december,2011,1.492,1,2
Spain,Outpatient.spe,Digestive,december,2011,1.9,1,9
Spain,Outpatient.spe,Cardiology,december,2011,1.353,1,3
Spain,Outpatient.spe,Gynecology,june,2012,2.918,2,8
Spain,Outpatient.spe,Ophthalmology,june,2012,7.459,7,9
Spain,Outpatient.spe,Traumatology,june,2012,6.425,6,5
Spain,Outpatient.spe,Dermatology,june,2012,4.468,4,8
